0, 0
1, 0
2, 0
3, 0
---
0, 0
1, 0
2, 0
3, 0
---
0, 4
1, 2
2, 1
3, 1
---
0, 4
1, 4
2, 4
3, 4
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 533
1, 533
2, 533
3, 533
---
0, 38681
1, 38681
2, 38681
3, 38681
---
0, 38681
1, 38681
2, 38681
3, 38681
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38775
1, 38775
2, 38775
3, 38775
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 38777
1, 38777
2, 38777
3, 38777
---
0, 41969
1, 41975
2, 41969
3, 41975
---
0, 51433
1, 47709
2, 51435
3, 51439
---
0, 47683
1, 48603
2, 47683
3, 47729
---
0, 51433
1, 51519
2, 51445
