event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x41ca3b0,A0,14100464
1,0.663122,0x41ca3b0,A0,28200928
2,1.214760,0x41ca3b0,A0,70502320
3,1.356505,0x3ec9730,A1,14035168
4,2.191383,0x3ec9730,A1,28070336
5,2.922068,0x3ec9730,A1,70175840
6,2.988059,0x41ca3b0,A0,112803712
7,4.822421,0x3ec9730,A1,112281344
8,4.850140,0x41ca3b0,A0,126904176
9,5.469421,0x41ca3b0,A0,169205568
10,6.660729,0x3ec9730,A1,126316512
11,7.215132,0x41ca3b0,A0,211506960
12,7.244192,0x3ec9730,A1,168422016
13,8.936359,0x41ca3b0,A0,253808352
14,8.993217,0x3ec9730,A1,210527520
15,10.668000,0x41ca3b0,A0,260858584
16,10.727192,0x3ec9730,A1,252633024
17,11.019894,0x41ca3b0,A0,267908816
18,11.082560,0x41ca3b0,A0,310210208
19,11.122165,0x41ca3b0,A0,352511600
20,11.159486,0x41ca3b0,A0,394812992
21,11.202856,0x41ca3b0,A0,408913456
22,11.225647,0x41ca3b0,A0,451214848
23,11.260365,0x41ca3b0,A0,493516240
24,11.296514,0x41ca3b0,A0,507616704
25,11.318645,0x41ca3b0,A0,521717168
26,11.364618,0x41ca3b0,A0,521717168
27,11.981316,0x35746e0,A2,11422632
28,12.104325,0x3ec9730,A1,259650608
29,12.441489,0x3ec9730,A1,266668192
30,12.499379,0x3ec9730,A1,308773696
31,12.528358,0x35746e0,A2,22845264
32,12.537651,0x3ec9730,A1,350879200
33,12.575213,0x3ec9730,A1,392984704
34,12.622578,0x3ec9730,A1,407019872
35,12.646301,0x3ec9730,A1,449125376
36,12.681729,0x3ec9730,A1,491230880
37,12.719701,0x3ec9730,A1,505266048
38,12.741752,0x3ec9730,A1,519301216
39,12.790098,0x3ec9730,A1,519301216
40,12.935949,0x35746e0,A2,57113160
41,14.014422,0x35746e0,A2,91381056
42,15.168850,0x35746e0,A2,102803688
43,15.524769,0x35746e0,A2,137071584
44,15.673463,0x41ca3b0,A0,522057740
45,15.728379,0x41ca3b0,A0,522398312
46,15.884273,0x41ca3b0,A0,522057740
47,15.937797,0x41ca3b0,A0,515007508
48,15.942013,0x41ca3b0,A0,472706116
49,15.943945,0x41ca3b0,A0,430404724
50,15.945287,0x41ca3b0,A0,388103332
51,15.947290,0x41ca3b0,A0,374002868
52,15.948311,0x41ca3b0,A0,331701476
53,15.949223,0x41ca3b0,A0,289400084
54,15.950284,0x41ca3b0,A0,275299620
55,15.951436,0x41ca3b0,A0,261199156
56,15.963803,0x41ca3b0,A0,268249388
57,15.990840,0x41ca3b0,A0,310550780
58,16.029213,0x41ca3b0,A0,352852172
59,16.065713,0x41ca3b0,A0,395153564
60,16.102654,0x41ca3b0,A0,409254028
61,16.125735,0x41ca3b0,A0,451555420
62,16.160273,0x41ca3b0,A0,493856812
63,16.195692,0x41ca3b0,A0,507957276
64,16.250327,0x41ca3b0,A0,522057740
65,16.271946,0x41ca3b0,A0,522398312
66,16.298072,0x41ca3b0,A0,719681840
67,16.651418,0x35746e0,A2,171339480
68,17.174307,0x3ec9730,A1,519632776
69,17.229243,0x3ec9730,A1,519964336
70,17.366331,0x3ec9730,A1,519632776
71,17.417472,0x3ec9730,A1,512615192
72,17.421958,0x3ec9730,A1,470509688
73,17.423861,0x3ec9730,A1,428404184
74,17.425463,0x3ec9730,A1,386298680
75,17.428206,0x3ec9730,A1,372263512
76,17.429318,0x3ec9730,A1,330158008
77,17.430039,0x3ec9730,A1,288052504
78,17.430580,0x3ec9730,A1,274017336
79,17.432102,0x3ec9730,A1,259982168
80,17.445140,0x3ec9730,A1,266999752
81,17.472758,0x3ec9730,A1,309105256
82,17.509929,0x3ec9730,A1,351210760
83,17.547010,0x3ec9730,A1,393316264
84,17.586004,0x3ec9730,A1,407351432
85,17.609766,0x3ec9730,A1,449456936
86,17.645656,0x3ec9730,A1,491562440
87,17.681495,0x3ec9730,A1,505597608
88,17.740236,0x3ec9730,A1,519632776
89,17.763167,0x3ec9730,A1,519964336
90,17.795952,0x3ec9730,A1,717298284
91,18.040539,0x35746e0,A2,205607376
92,19.829308,0x35746e0,A2,211318692
93,20.166001,0x35746e0,A2,217030008
94,20.225744,0x35746e0,A2,251297904
95,20.260772,0x35746e0,A2,285565800
96,20.294368,0x35746e0,A2,319833696
97,20.332340,0x35746e0,A2,331256328
98,20.362952,0x35746e0,A2,365524224
99,20.395537,0x35746e0,A2,399792120
100,20.428152,0x35746e0,A2,411214752
101,20.449511,0x35746e0,A2,422637384
102,20.493422,0x35746e0,A2,422637384
103,23.222525,0x35a3890,A3,10897976
104,23.951207,0x35a3890,A3,21795952
105,24.558552,0x35a3890,A3,54489880
106,24.810969,0x35746e0,A2,423075328
107,24.887414,0x35746e0,A2,423513272
108,25.014198,0x41ca3b0,A0,924015600
109,25.031562,0x35746e0,A2,423075328
110,25.090223,0x35746e0,A2,417364012
111,25.094970,0x35746e0,A2,383096116
112,25.096932,0x35746e0,A2,348828220
113,25.099526,0x35746e0,A2,314560324
114,25.102320,0x35746e0,A2,303137692
115,25.103251,0x35746e0,A2,268869796
116,25.104142,0x35746e0,A2,234601900
117,25.105234,0x35746e0,A2,223179268
118,25.106836,0x35746e0,A2,211756636
119,25.120515,0x35746e0,A2,217467952
120,25.148063,0x35746e0,A2,251735848
121,25.182670,0x35746e0,A2,286003744
122,25.215125,0x35746e0,A2,320271640
123,25.250614,0x35746e0,A2,331694272
124,25.274026,0x35746e0,A2,365962168
125,25.306010,0x35746e0,A2,400230064
126,25.337924,0x35746e0,A2,411652696
127,25.400700,0x35746e0,A2,423075328
128,25.422089,0x35746e0,A2,423513272
129,25.465038,0x35746e0,A2,620559440
130,26.399704,0x35a3890,A3,87183808
131,27.201326,0x3ec9730,A1,921649816
132,28.568797,0x35a3890,A3,98081784
133,31.372182,0x35a3890,A3,130775712
134,33.539212,0x35a3890,A3,163469640
135,35.725939,0x35a3890,A3,196163568
136,37.808052,0x35746e0,A2,823316924
137,37.843311,0x41ca3b0,A0,1332683120
138,37.867544,0x35a3890,A3,201612556
139,39.360517,0x35a3890,A3,207061544
140,39.585867,0x35a3890,A3,239755472
141,39.610090,0x3ec9730,A1,1330352880
142,39.627945,0x35a3890,A3,272449400
143,39.661801,0x35a3890,A3,305143328
144,39.700725,0x35a3890,A3,316041304
145,39.723747,0x35a3890,A3,348735232
146,39.757042,0x35a3890,A3,381429160
147,39.791239,0x35a3890,A3,392327136
148,39.816334,0x35a3890,A3,403225112
149,39.863969,0x35a3890,A3,403225112
150,44.310614,0x35a3890,A3,403668620
151,44.396222,0x35a3890,A3,404112128
152,44.536545,0x35a3890,A3,403668620
153,44.597539,0x35a3890,A3,398219632
154,44.602576,0x35a3890,A3,365525704
155,44.604428,0x35a3890,A3,332831776
156,44.605770,0x35a3890,A3,300137848
157,44.608945,0x35a3890,A3,289239872
158,44.610076,0x35a3890,A3,256545944
159,44.610817,0x35a3890,A3,223852016
160,44.611638,0x35a3890,A3,212954040
161,44.612760,0x35a3890,A3,202056064
162,44.626539,0x35a3890,A3,207505052
163,44.654788,0x35a3890,A3,240198980
164,44.689676,0x35a3890,A3,272892908
165,44.721940,0x35a3890,A3,305586836
166,44.758510,0x35a3890,A3,316484812
167,44.780701,0x35a3890,A3,349178740
168,44.812254,0x35a3890,A3,381872668
169,44.842946,0x35a3890,A3,392770644
