event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x4b127f0,A1,14035168
1,0.740728,0x4b127f0,A1,28070336
2,1.335596,0x4b127f0,A1,70175840
3,2.717344,0x4b127f0,A1,112281344
4,4.077042,0x4b127f0,A1,126316512
5,4.769894,0x4b127f0,A1,168422016
6,6.088656,0x4b127f0,A1,210527520
7,7.407408,0x4b127f0,A1,252633024
8,8.696869,0x4b127f0,A1,259650608
9,8.976153,0x4b127f0,A1,266668192
10,9.037387,0x4b127f0,A1,308773696
11,9.075019,0x4b127f0,A1,350879200
12,9.115334,0x4b127f0,A1,392984704
13,9.158293,0x4b127f0,A1,407019872
14,9.161528,0x4b51fd0,A0,14100464
15,9.181105,0x4b127f0,A1,449125376
16,9.215622,0x4b127f0,A1,491230880
17,9.254235,0x4b127f0,A1,505266048
18,9.276025,0x4b127f0,A1,519301216
19,9.339022,0x4b127f0,A1,519301216
20,9.722899,0x4b51fd0,A0,28200928
21,10.168742,0x4b51fd0,A0,70502320
22,10.922457,0x4984780,A2,11422632
23,11.480624,0x4984780,A2,22845264
24,11.518947,0x4b51fd0,A0,112803712
25,11.927228,0x4984780,A2,57113160
26,13.183304,0x4b51fd0,A0,126904176
27,13.261691,0x4984780,A2,91381056
28,13.724127,0x4b51fd0,A0,169205568
29,13.972037,0x4b127f0,A1,519632776
30,14.023979,0x4b127f0,A1,519964336
31,14.165713,0x4b127f0,A1,519632776
32,14.219087,0x4b127f0,A1,512615192
33,14.224094,0x4b127f0,A1,470509688
34,14.225966,0x4b127f0,A1,428404184
35,14.227548,0x4b127f0,A1,386298680
36,14.230863,0x4b127f0,A1,372263512
37,14.231744,0x4b127f0,A1,330158008
38,14.232505,0x4b127f0,A1,288052504
39,14.233196,0x4b127f0,A1,274017336
40,14.234378,0x4b127f0,A1,259982168
41,14.246765,0x4b127f0,A1,266999752
42,14.273031,0x4b127f0,A1,309105256
43,14.309511,0x4b127f0,A1,351210760
44,14.348314,0x4b127f0,A1,393316264
45,14.386016,0x4b127f0,A1,407351432
46,14.409799,0x4b127f0,A1,449456936
47,14.445458,0x4b127f0,A1,491562440
48,14.480716,0x4b127f0,A1,505597608
49,14.487596,0x4984780,A2,102803688
50,14.537464,0x4b127f0,A1,519632776
51,14.559815,0x4b127f0,A1,519964336
52,14.591819,0x4b127f0,A1,717298284
53,15.156565,0x4984780,A2,137071584
54,15.761546,0x4b51fd0,A0,211506960
55,15.803434,0x4184370,A3,10897976
56,16.787906,0x4184370,A3,21795952
57,17.449205,0x4984780,A2,171339480
58,17.588847,0x4184370,A3,54489880
59,18.739758,0x4b51fd0,A0,253808352
60,19.696142,0x4984780,A2,205607376
61,19.789009,0x4184370,A3,87183808
62,21.749293,0x4b51fd0,A0,260858584
63,22.083462,0x4984780,A2,211318692
64,22.093165,0x4184370,A3,98081784
65,22.269047,0x4b51fd0,A0,267908816
66,22.329420,0x4b51fd0,A0,310210208
67,22.368484,0x4b51fd0,A0,352511600
68,22.375774,0x4984780,A2,217030008
69,22.406025,0x4b51fd0,A0,394812992
70,22.413586,0x4984780,A2,251297904
71,22.446791,0x4984780,A2,285565800
72,22.450586,0x4b51fd0,A0,408913456
73,22.473187,0x4b51fd0,A0,451214848
74,22.480728,0x4984780,A2,319833696
75,22.508977,0x4b51fd0,A0,493516240
76,22.515826,0x4984780,A2,331256328
77,22.543434,0x4984780,A2,365524224
78,22.546989,0x4b51fd0,A0,507616704
79,22.568739,0x4b51fd0,A0,521717168
80,22.574256,0x4984780,A2,399792120
81,22.605679,0x4984780,A2,411214752
82,22.613981,0x4b51fd0,A0,521717168
83,22.627740,0x4984780,A2,422637384
84,22.659563,0x4984780,A2,422637384
85,24.078072,0x4184370,A3,130775712
86,24.939176,0x4b127f0,A1,921649816
87,25.387582,0x4184370,A3,163469640
88,26.681319,0x4184370,A3,196163568
89,26.685565,0x4984780,A2,423075328
90,26.750584,0x4984780,A2,423513272
91,26.872702,0x4984780,A2,423075328
92,26.928008,0x4984780,A2,417364012
93,26.932905,0x4984780,A2,383096116
94,26.934988,0x4984780,A2,348828220
95,26.936960,0x4984780,A2,314560324
96,26.940045,0x4984780,A2,303137692
97,26.940986,0x4984780,A2,268869796
98,26.941867,0x4984780,A2,234601900
99,26.942688,0x4984780,A2,223179268
100,26.943740,0x4984780,A2,211756636
101,26.955686,0x4984780,A2,217467952
102,26.982393,0x4984780,A2,251735848
103,27.014938,0x4984780,A2,286003744
104,27.048644,0x4984780,A2,320271640
105,27.062293,0x4b51fd0,A0,522057740
106,27.084653,0x4984780,A2,331694272
107,27.108146,0x4984780,A2,365962168
108,27.125419,0x4b51fd0,A0,522398312
109,27.140780,0x4984780,A2,400230064
110,27.179043,0x4984780,A2,411652696
111,27.236362,0x4984780,A2,423075328
112,27.244573,0x4b51fd0,A0,522057740
113,27.257551,0x4984780,A2,423513272
114,27.282766,0x4b51fd0,A0,515007508
115,27.287772,0x4b51fd0,A0,472706116
116,27.289555,0x4b51fd0,A0,430404724
117,27.290997,0x4b51fd0,A0,388103332
118,27.291377,0x4984780,A2,620559440
119,27.292990,0x4b51fd0,A0,374002868
120,27.294422,0x4b51fd0,A0,331701476
121,27.295052,0x4b51fd0,A0,289400084
122,27.296795,0x4b51fd0,A0,275299620
123,27.298297,0x4b51fd0,A0,261199156
124,27.309953,0x4b51fd0,A0,268249388
125,27.335278,0x4b51fd0,A0,310550780
126,27.371257,0x4b51fd0,A0,352852172
127,27.408508,0x4b51fd0,A0,395153564
128,27.447532,0x4b51fd0,A0,409254028
129,27.471775,0x4b51fd0,A0,451555420
130,27.508015,0x4b51fd0,A0,493856812
131,27.546838,0x4b51fd0,A0,507957276
132,27.590729,0x4b51fd0,A0,522057740
133,27.614732,0x4b51fd0,A0,522398312
134,27.651993,0x4b51fd0,A0,719681840
135,28.375707,0x4184370,A3,201612556
136,29.841952,0x4184370,A3,207061544
137,30.047745,0x4184370,A3,239755472
138,30.082202,0x4184370,A3,272449400
139,30.116399,0x4184370,A3,305143328
140,30.157996,0x4184370,A3,316041304
141,30.179516,0x4184370,A3,348735232
142,30.210388,0x4184370,A3,381429160
143,30.245616,0x4184370,A3,392327136
144,30.265904,0x4184370,A3,403225112
145,30.312488,0x4184370,A3,403225112
146,34.936792,0x4184370,A3,403668620
147,35.018714,0x4184370,A3,404112128
148,35.167609,0x4184370,A3,403668620
149,35.232528,0x4184370,A3,398219632
150,35.237475,0x4184370,A3,365525704
151,35.239358,0x4184370,A3,332831776
152,35.240649,0x4184370,A3,300137848
153,35.243573,0x4184370,A3,289239872
154,35.244254,0x4184370,A3,256545944
155,35.244825,0x4184370,A3,223852016
156,35.245356,0x4184370,A3,212954040
157,35.246177,0x4184370,A3,202056064
158,35.267216,0x4184370,A3,207505052
159,35.293943,0x4184370,A3,240198980
160,35.328049,0x4184370,A3,272892908
161,35.361095,0x4184370,A3,305586836
162,35.394951,0x4184370,A3,316484812
163,35.418544,0x4184370,A3,349178740
164,35.449857,0x4184370,A3,381872668
165,35.482532,0x4184370,A3,392770644
166,35.540692,0x4184370,A3,403668620
167,35.561450,0x4184370,A3,404112128
168,35.607233,0x4184370,A3,601084628
169,35.683778,0x4b127f0,A1,1330352880
170,39.806613,0x4984780,A2,823316924
171,40.131259,0x4b51fd0,A0,924015600
172,48.804676,0x4184370,A3,803506116
173,53.118322,0x4984780,A2,1228831892
174,53.838772,0x4b51fd0,A0,1332683120
175,62.494024,0x4184370,A3,1208349092
176,62.540268,0x4b127f0,A1,2556462072
177,80.116556,0x4984780,A2,2445376796
178,81.402914,0x4b51fd0,A0,2558685680
179,89.552291,0x4184370,A3,2422878020
180,146.037318,0x4b127f0,A1,3782571264
181,162.922948,0x4984780,A2,3661921700
182,165.921848,0x4b51fd0,A0,3784688240
183,172.535736,0x4184370,A3,3637406948
184,230.991321,0x4b127f0,A1,4174579848
185,246.922089,0x4984780,A2,4053930284
186,252.105160,0x4b51fd0,A0,4176696824
187,257.254054,0x4b127f0,A1,4305249376
188,257.452817,0x4184370,A3,4029415556
189,273.132741,0x4984780,A2,4184599812
190,277.953264,0x4b51fd0,A0,4307366352
191,282.168455,0x4184370,A3,4160085092
192,378.162356,0x4b127f0,A1,4435918904
193,378.284093,0x4b127f0,A1,4827927488
194,378.499950,0x4b127f0,A1,6054036680
195,379.123066,0x4b127f0,A1,7280145872
196,379.756336,0x4b127f0,A1,7688848936
197,379.975297,0x4b127f0,A1,7893200468
198,380.097315,0x4b127f0,A1,8090534416
199,380.217129,0x4b127f0,A1,8097552000
200,380.235625,0x4b127f0,A1,8139657504
201,380.413819,0x4b127f0,A1,8181763008
202,380.472340,0x4b127f0,A1,8223868512
203,380.512024,0x4b127f0,A1,8237903680
204,380.534715,0x4b127f0,A1,8280009184
205,380.570665,0x4b127f0,A1,8322114688
206,380.607465,0x4b127f0,A1,8336149856
207,380.628845,0x4b127f0,A1,8350185024
208,380.652257,0x4b127f0,A1,8350516584
209,387.651624,0x4984780,A2,4315269340
210,387.748076,0x4984780,A2,4707277924
211,387.962851,0x4984780,A2,5923822828
212,388.575493,0x4984780,A2,7140367732
213,389.195705,0x4984780,A2,7545882700
214,389.411422,0x4984780,A2,7748640184
215,389.527972,0x4984780,A2,7945686352
216,389.642609,0x4984780,A2,7951397668
217,389.660664,0x4984780,A2,7985665564
218,389.797542,0x4984780,A2,8019933460
219,389.844256,0x4984780,A2,8054201356
220,389.878874,0x4984780,A2,8065623988
221,389.900303,0x4984780,A2,8099891884
222,389.932838,0x4984780,A2,8134159780
223,389.964341,0x4984780,A2,8145582412
224,389.984369,0x4984780,A2,8157005044
225,390.005558,0x4984780,A2,8157442988
