seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
531,-1,16,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
532,-1,16,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
533,-1,16,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
534,-1,16,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
535,-1,16,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
536,-1,16,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
537,-1,16,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
538,16,16,after-turb,point,19448973259,40000000000,24834343603
539,16,16,timeStep,exit,19448973259,40000000000,24834343603
540,17,17,timeStep,enter,19448973259,40000000000,24834343603
541,17,17,step-start,point,19448973259,40000000000,24834343603
542,17,17,momentumSolve,enter,19448973259,40000000000,24834343603
543,-1,17,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
544,-1,17,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
545,-1,17,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
546,-1,17,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
547,17,17,momentumSolve,exit,19448973259,40000000000,24834343603
548,17,17,after-UEqn,point,19448973259,40000000000,24834343603
549,17,17,pEqn,enter,21494524955,40000000000,24834343603
550,-1,17,PDE.solveImpl.beforeAssemble,point,21494524955,40000000000,24834343603
551,-1,17,PDE.solveImpl.afterAssemble,point,21494524955,40000000000,24834343603
552,-1,17,PDE.solveImpl.beforeSolve,point,21494524955,40000000000,24834343603
553,-1,17,PDE.solveImpl.afterSolve,point,21494524955,40000000000,24834343603
554,17,17,pEqn,exit,21494524955,40000000000,24834343603
555,17,17,after-pEqn,point,19448973259,40000000000,24834343603
556,-1,17,kOmegaSST.correct,enter,19448973259,40000000000,24834343603
557,-1,17,kOmegaSST.afterGradients,point,21147677123,40000000000,24834343603
558,-1,17,kOmegaSST.omegaEqn.before,point,21151844627,40000000000,24834343603
559,-1,17,PDE.solveImpl.beforeAssemble,point,21151844627,40000000000,24834343603
560,-1,17,PDE.solveImpl.afterAssemble,point,21151844627,40000000000,24834343603
561,-1,17,PDE.solveImpl.beforeSolve,point,21151844627,40000000000,24834343603
562,-1,17,PDE.solveImpl.afterSolve,point,21151844627,40000000000,24834343603
563,-1,17,kOmegaSST.omegaEqn.after,point,21151844627,40000000000,24834343603
564,-1,17,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
565,-1,17,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
566,-1,17,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
567,-1,17,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
568,-1,17,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
569,-1,17,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
570,-1,17,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
571,17,17,after-turb,point,19448973259,40000000000,24834343603
572,17,17,timeStep,exit,19448973259,40000000000,24834343603
573,18,18,timeStep,enter,19448973259,40000000000,24834343603
574,18,18,step-start,point,19448973259,40000000000,24834343603
575,18,18,momentumSolve,enter,19448973259,40000000000,24834343603
576,-1,18,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
577,-1,18,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
