event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x30f0800,A1,14035168
1,0.043710,0x4163700,A0,14100464
2,0.865871,0x4163700,A0,28200928
3,0.865881,0x30f0800,A1,28070336
4,1.589256,0x4163700,A0,70502320
5,1.591008,0x30f0800,A1,70175840
6,3.497049,0x4163700,A0,112803712
7,3.521773,0x30f0800,A1,112281344
8,5.259123,0x4163700,A0,126904176
9,5.308290,0x30f0800,A1,126316512
10,5.857125,0x4163700,A0,169205568
11,5.915655,0x30f0800,A1,168422016
12,7.592371,0x4163700,A0,211506960
13,7.679581,0x30f0800,A1,210527520
14,9.199481,0x4163700,A0,253808352
15,9.293851,0x30f0800,A1,252633024
16,10.444243,0x2f387f0,A2,11422632
17,10.905297,0x4163700,A0,260858584
18,10.964959,0x30f0800,A1,259650608
19,11.148161,0x2f387f0,A2,22845264
20,11.286711,0x4163700,A0,267908816
21,11.324243,0x30f0800,A1,266668192
22,11.344761,0x4163700,A0,310210208
23,11.363537,0x30f0800,A1,308773696
24,11.382403,0x4163700,A0,352511600
25,11.401409,0x30f0800,A1,350879200
26,11.419604,0x4163700,A0,394812992
27,11.446411,0x30f0800,A1,392984704
28,11.464906,0x4163700,A0,408913456
29,11.485595,0x30f0800,A1,407019872
30,11.488349,0x4163700,A0,451214848
31,11.507615,0x30f0800,A1,449125376
32,11.522786,0x4163700,A0,493516240
33,11.544556,0x30f0800,A1,491230880
34,11.557113,0x2f387f0,A2,57113160
35,11.557954,0x4163700,A0,507616704
36,11.580165,0x4163700,A0,521717168
37,11.580636,0x30f0800,A1,505266048
38,11.603116,0x30f0800,A1,519301216
39,11.632287,0x4163700,A0,521717168
40,11.637303,0x30f0800,A1,519301216
41,12.554104,0x2f387f0,A2,91381056
42,13.553318,0x2f387f0,A2,102803688
43,13.918821,0x2f387f0,A2,137071584
44,14.584406,0x4476780,A3,10897976
45,15.142884,0x2f387f0,A2,171339480
46,15.172735,0x4476780,A3,21795952
47,15.599042,0x4476780,A3,54489880
48,15.891464,0x4163700,A0,522057740
49,15.951316,0x4163700,A0,522398312
50,16.003358,0x30f0800,A1,519632776
51,16.052906,0x30f0800,A1,519964336
52,16.061988,0x4163700,A0,522057740
53,16.111086,0x4163700,A0,515007508
54,16.114991,0x4163700,A0,472706116
55,16.117044,0x4163700,A0,430404724
56,16.118316,0x4163700,A0,388103332
57,16.121019,0x4163700,A0,374002868
58,16.121891,0x4163700,A0,331701476
59,16.122842,0x4163700,A0,289400084
60,16.123653,0x4163700,A0,275299620
61,16.124704,0x4163700,A0,261199156
62,16.137933,0x4163700,A0,268249388
63,16.144291,0x30f0800,A1,519632776
64,16.166322,0x4163700,A0,310550780
65,16.175384,0x30f0800,A1,512615192
66,16.178979,0x30f0800,A1,470509688
67,16.181042,0x30f0800,A1,428404184
68,16.182804,0x30f0800,A1,386298680
69,16.184967,0x30f0800,A1,372263512
70,16.185909,0x30f0800,A1,330158008
71,16.186469,0x30f0800,A1,288052504
72,16.187070,0x30f0800,A1,274017336
73,16.188232,0x30f0800,A1,259982168
