event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x35e68e0,A1,14035168
1,0.735000,0x35e68e0,A1,28070336
2,1.257698,0x35e68e0,A1,70175840
3,2.349908,0x45e6260,A0,14100464
4,2.700941,0x35e68e0,A1,112281344
5,3.169585,0x45e6260,A0,28200928
6,3.845333,0x45e6260,A0,70502320
7,4.521021,0x35e68e0,A1,126316512
8,5.173067,0x35e68e0,A1,168422016
9,5.685101,0x45e6260,A0,112803712
10,6.898898,0x35e68e0,A1,210527520
11,7.490691,0x45e6260,A0,126904176
12,8.112806,0x45e6260,A0,169205568
13,8.635464,0x35e68e0,A1,252633024
14,9.893182,0x45e6260,A0,211506960
15,10.440654,0x35e68e0,A1,259650608
16,10.811424,0x35e68e0,A1,266668192
17,10.870084,0x35e68e0,A1,308773696
18,10.905633,0x35e68e0,A1,350879200
19,10.950865,0x35e68e0,A1,392984704
20,10.991231,0x35e68e0,A1,407019872
21,11.013461,0x35e68e0,A1,449125376
22,11.045786,0x35e68e0,A1,491230880
23,11.079963,0x35e68e0,A1,505266048
24,11.099339,0x35e68e0,A1,519301216
25,11.151982,0x35e68e0,A1,519301216
26,11.450943,0x45e6260,A0,253808352
27,12.798965,0x45e6260,A0,260858584
28,13.067714,0x45e6260,A0,267908816
29,13.119024,0x45e6260,A0,310210208
30,13.156235,0x45e6260,A0,352511600
31,13.191093,0x45e6260,A0,394812992
32,13.230838,0x45e6260,A0,408913456
33,13.253759,0x45e6260,A0,451214848
34,13.286344,0x45e6260,A0,493516240
35,13.320181,0x45e6260,A0,507616704
36,13.339657,0x45e6260,A0,521717168
37,13.389906,0x45e6260,A0,521717168
38,15.576981,0x35e68e0,A1,519632776
39,15.615825,0x35e68e0,A1,519964336
40,15.743500,0x35e68e0,A1,519632776
41,15.807909,0x35e68e0,A1,512615192
42,15.812435,0x35e68e0,A1,470509688
43,15.814247,0x35e68e0,A1,428404184
44,15.815479,0x35e68e0,A1,386298680
45,15.818153,0x35e68e0,A1,372263512
46,15.818744,0x35e68e0,A1,330158008
47,15.819234,0x35e68e0,A1,288052504
48,15.819755,0x35e68e0,A1,274017336
49,15.820436,0x35e68e0,A1,259982168
