event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x4bee7f0,A1,14035168
1,0.707453,0x4bee7f0,A1,28070336
2,1.238092,0x4bee7f0,A1,70175840
3,2.736352,0x4bee7f0,A1,112281344
4,4.282107,0x4bee7f0,A1,126316512
5,4.843309,0x4bee7f0,A1,168422016
6,6.549054,0x4bee7f0,A1,210527520
7,7.907131,0x4bee7f0,A1,252633024
8,9.205736,0x4bee7f0,A1,259650608
9,9.491919,0x4bee7f0,A1,266668192
10,9.554776,0x4bee7f0,A1,308773696
11,9.592487,0x4bee7f0,A1,350879200
12,9.633153,0x4bee7f0,A1,392984704
13,9.673669,0x4bee7f0,A1,407019872
14,9.695900,0x4bee7f0,A1,449125376
15,9.732900,0x4bee7f0,A1,491230880
16,9.768940,0x4bee7f0,A1,505266048
17,9.790189,0x4bee7f0,A1,519301216
18,9.836623,0x4bee7f0,A1,519301216
19,14.198179,0x4bee7f0,A1,519632776
20,14.247367,0x4bee7f0,A1,519964336
21,14.358900,0x4bee7f0,A1,519632776
22,14.401839,0x4bee7f0,A1,512615192
23,14.405834,0x4bee7f0,A1,470509688
24,14.407557,0x4bee7f0,A1,428404184
25,14.408879,0x4bee7f0,A1,386298680
26,14.411372,0x4bee7f0,A1,372263512
27,14.412173,0x4bee7f0,A1,330158008
28,14.412704,0x4bee7f0,A1,288052504
29,14.413275,0x4bee7f0,A1,274017336
30,14.414186,0x4bee7f0,A1,259982168
31,14.424130,0x4bee7f0,A1,266999752
32,14.449525,0x4bee7f0,A1,309105256
33,14.485404,0x4bee7f0,A1,351210760
34,14.523566,0x4bee7f0,A1,393316264
35,14.555791,0x4050660,A2,11422632
36,14.560357,0x4bee7f0,A1,407351432
37,14.583178,0x4bee7f0,A1,449456936
38,14.613580,0x469ceb0,A0,14100464
39,14.619258,0x4bee7f0,A1,491562440
40,14.654606,0x4bee7f0,A1,505597608
41,14.706838,0x4bee7f0,A1,519632776
42,14.730250,0x4bee7f0,A1,519964336
43,14.761513,0x4bee7f0,A1,717298284
44,15.237518,0x4050660,A2,22845264
45,15.459473,0x469ceb0,A0,28200928
46,15.913587,0x4050660,A2,57113160
47,16.263298,0x469ceb0,A0,70502320
48,17.944249,0x4050660,A2,91381056
49,18.843104,0x469ceb0,A0,112803712
50,19.678823,0x38c0370,A3,10897976
51,19.949786,0x4050660,A2,102803688
52,20.579181,0x38c0370,A3,21795952
53,20.807215,0x4050660,A2,137071584
54,21.472279,0x38c0370,A3,54489880
55,21.761116,0x469ceb0,A0,126904176
56,22.781569,0x469ceb0,A0,169205568
57,23.222385,0x4050660,A2,171339480
58,23.817883,0x38c0370,A3,87183808
59,25.555272,0x4050660,A2,205607376
60,25.720489,0x469ceb0,A0,211506960
61,26.095064,0x38c0370,A3,98081784
62,27.230084,0x4bee7f0,A1,921649816
63,27.598751,0x4050660,A2,211318692
64,28.020901,0x4050660,A2,217030008
65,28.083357,0x4050660,A2,251297904
66,28.117364,0x4050660,A2,285565800
67,28.151361,0x4050660,A2,319833696
68,28.188792,0x4050660,A2,331256328
69,28.208149,0x469ceb0,A0,253808352
70,28.214968,0x4050660,A2,365524224
71,28.246462,0x4050660,A2,399792120
72,28.278285,0x4050660,A2,411214752
73,28.298643,0x4050660,A2,422637384
74,28.343275,0x4050660,A2,422637384
75,28.667240,0x38c0370,A3,130775712
76,30.324408,0x469ceb0,A0,260858584
77,30.442290,0x38c0370,A3,163469640
78,30.747079,0x469ceb0,A0,267908816
79,30.956988,0x469ceb0,A0,310210208
80,31.000578,0x469ceb0,A0,352511600
81,31.038099,0x469ceb0,A0,394812992
82,31.082380,0x469ceb0,A0,408913456
83,31.106043,0x469ceb0,A0,451214848
84,31.142723,0x469ceb0,A0,493516240
85,31.182027,0x469ceb0,A0,507616704
86,31.205569,0x469ceb0,A0,521717168
87,31.253846,0x469ceb0,A0,521717168
88,31.849825,0x38c0370,A3,196163568
89,32.746157,0x4050660,A2,423075328
90,32.804167,0x4050660,A2,423513272
91,32.919085,0x4050660,A2,423075328
92,32.976824,0x4050660,A2,417364012
93,32.981271,0x4050660,A2,383096116
94,32.983033,0x4050660,A2,348828220
95,32.984735,0x4050660,A2,314560324
96,32.987920,0x4050660,A2,303137692
97,32.988701,0x4050660,A2,268869796
98,32.989302,0x4050660,A2,234601900
99,32.990093,0x4050660,A2,223179268
100,32.991324,0x4050660,A2,211756636
101,33.005033,0x4050660,A2,217467952
