event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x36467f0,A1,14035168
1,0.692031,0x36467f0,A1,28070336
2,1.221358,0x36467f0,A1,70175840
3,2.669650,0x36467f0,A1,112281344
4,4.071467,0x36467f0,A1,126316512
5,4.536706,0x36467f0,A1,168422016
6,5.834641,0x36467f0,A1,210527520
7,7.133506,0x36467f0,A1,252633024
8,8.474730,0x3fe93f0,A0,14100464
9,8.490882,0x36467f0,A1,259650608
10,8.789713,0x36467f0,A1,266668192
11,8.844488,0x36467f0,A1,308773696
12,8.881970,0x36467f0,A1,350879200
13,8.922165,0x36467f0,A1,392984704
14,8.963712,0x36467f0,A1,407019872
15,8.988336,0x36467f0,A1,449125376
16,9.022813,0x36467f0,A1,491230880
17,9.059153,0x36467f0,A1,505266048
18,9.066964,0x3fe93f0,A0,28200928
19,9.080593,0x36467f0,A1,519301216
20,9.126155,0x36467f0,A1,519301216
21,9.550849,0x3fe93f0,A0,70502320
22,10.878084,0x3fe93f0,A0,112803712
23,11.042059,0x3ba3680,A2,11422632
24,11.746237,0x3ba3680,A2,22845264
25,12.283366,0x3ba3680,A2,57113160
26,12.676967,0x3fe93f0,A0,126904176
27,13.237377,0x3fe93f0,A0,169205568
28,13.714243,0x3ba3680,A2,91381056
29,13.999054,0x36467f0,A1,519632776
30,14.057815,0x36467f0,A1,519964336
31,14.200231,0x36467f0,A1,519632776
32,14.257019,0x36467f0,A1,512615192
33,14.261575,0x36467f0,A1,470509688
34,14.263378,0x36467f0,A1,428404184
35,14.265290,0x36467f0,A1,386298680
36,14.268905,0x36467f0,A1,372263512
37,14.270097,0x36467f0,A1,330158008
38,14.270838,0x36467f0,A1,288052504
39,14.271639,0x36467f0,A1,274017336
40,14.272771,0x36467f0,A1,259982168
41,14.286890,0x36467f0,A1,266999752
42,14.315870,0x36467f0,A1,309105256
43,14.352731,0x36467f0,A1,351210760
44,14.389421,0x36467f0,A1,393316264
45,14.428795,0x36467f0,A1,407351432
46,14.457224,0x36467f0,A1,449456936
47,14.492983,0x36467f0,A1,491562440
48,14.528873,0x36467f0,A1,505597608
49,14.587884,0x36467f0,A1,519632776
50,14.609413,0x36467f0,A1,519964336
51,14.643751,0x36467f0,A1,717298284
52,14.917607,0x3fe93f0,A0,211506960
53,15.177845,0x3ba3680,A2,102803688
54,15.919925,0x3ba3680,A2,137071584
55,17.512464,0x3fe93f0,A0,253808352
56,17.972407,0x3ba3680,A2,171339480
57,19.950196,0x3ba3680,A2,205607376
58,19.957616,0x3fe93f0,A0,260858584
59,20.065774,0x33fe370,A3,10897976
60,20.496577,0x3fe93f0,A0,267908816
61,20.721596,0x3fe93f0,A0,310210208
62,20.760690,0x3fe93f0,A0,352511600
63,20.798502,0x3fe93f0,A0,394812992
64,20.847649,0x3fe93f0,A0,408913456
65,20.871102,0x3fe93f0,A0,451214848
66,20.908443,0x3fe93f0,A0,493516240
67,20.937142,0x33fe370,A3,21795952
68,20.945384,0x3fe93f0,A0,507616704
69,20.967484,0x3fe93f0,A0,521717168
70,21.016612,0x3fe93f0,A0,521717168
71,21.584302,0x33fe370,A3,54489880
72,21.972085,0x3ba3680,A2,211318692
73,22.379335,0x3ba3680,A2,217030008
74,22.433349,0x3ba3680,A2,251297904
75,22.467897,0x3ba3680,A2,285565800
76,22.502474,0x3ba3680,A2,319833696
77,22.540497,0x3ba3680,A2,331256328
78,22.565030,0x3ba3680,A2,365524224
79,22.596984,0x3ba3680,A2,399792120
80,22.628457,0x3ba3680,A2,411214752
81,22.649627,0x3ba3680,A2,422637384
82,22.694438,0x3ba3680,A2,422637384
83,23.119993,0x33fe370,A3,87183808
84,24.436723,0x33fe370,A3,98081784
85,24.658378,0x36467f0,A1,921649816
86,25.643873,0x3fe93f0,A0,522057740
87,25.695864,0x3fe93f0,A0,522398312
88,25.813326,0x3fe93f0,A0,522057740
89,25.863695,0x3fe93f0,A0,515007508
90,25.869032,0x3fe93f0,A0,472706116
91,25.871035,0x3fe93f0,A0,430404724
92,25.872217,0x3fe93f0,A0,388103332
93,25.874660,0x3fe93f0,A0,374002868
94,25.875391,0x3fe93f0,A0,331701476
95,25.875992,0x3fe93f0,A0,289400084
96,25.876763,0x3fe93f0,A0,275299620
97,25.878045,0x3fe93f0,A0,261199156
98,25.892144,0x3fe93f0,A0,268249388
99,25.920483,0x3fe93f0,A0,310550780
100,25.956653,0x3fe93f0,A0,352852172
101,25.992612,0x3fe93f0,A0,395153564
102,26.031065,0x3fe93f0,A0,409254028
103,26.053917,0x3fe93f0,A0,451555420
104,26.088644,0x3fe93f0,A0,493856812
105,26.123422,0x3fe93f0,A0,507957276
106,26.179549,0x3fe93f0,A0,522057740
107,26.201720,0x3fe93f0,A0,522398312
108,26.228507,0x3fe93f0,A0,719681840
109,26.413200,0x33fe370,A3,130775712
110,26.734402,0x3ba3680,A2,423075328
111,26.800903,0x3ba3680,A2,423513272
112,26.929680,0x3ba3680,A2,423075328
113,26.982543,0x3ba3680,A2,417364012
114,26.987440,0x3ba3680,A2,383096116
115,26.989683,0x3ba3680,A2,348828220
116,26.991596,0x3ba3680,A2,314560324
117,26.994600,0x3ba3680,A2,303137692
118,26.995421,0x3ba3680,A2,268869796
119,26.996162,0x3ba3680,A2,234601900
120,26.996903,0x3ba3680,A2,223179268
121,26.998135,0x3ba3680,A2,211756636
122,27.011483,0x3ba3680,A2,217467952
123,27.038580,0x3ba3680,A2,251735848
124,27.071115,0x3ba3680,A2,286003744
125,27.103590,0x3ba3680,A2,320271640
126,27.138247,0x3ba3680,A2,331694272
127,27.161689,0x3ba3680,A2,365962168
128,27.193042,0x3ba3680,A2,400230064
129,27.225397,0x3ba3680,A2,411652696
130,27.282155,0x3ba3680,A2,423075328
131,27.304356,0x3ba3680,A2,423513272
132,27.345652,0x3ba3680,A2,620559440
133,28.374907,0x33fe370,A3,163469640
134,30.677002,0x33fe370,A3,196163568
135,33.069050,0x33fe370,A3,201612556
136,34.551058,0x33fe370,A3,207061544
137,34.782235,0x33fe370,A3,239755472
138,34.817524,0x33fe370,A3,272449400
139,34.853203,0x33fe370,A3,305143328
140,34.893328,0x33fe370,A3,316041304
141,34.915449,0x33fe370,A3,348735232
142,34.949946,0x33fe370,A3,381429160
143,34.983232,0x33fe370,A3,392327136
144,35.004080,0x33fe370,A3,403225112
145,35.051586,0x33fe370,A3,403225112
146,35.490489,0x36467f0,A1,1330352880
147,38.135626,0x3fe93f0,A0,924015600
148,39.144282,0x3ba3680,A2,823316924
149,39.584367,0x33fe370,A3,403668620
150,39.661603,0x33fe370,A3,404112128
151,39.827461,0x33fe370,A3,403668620
