seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
184,-1,6,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
185,-1,6,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
186,-1,6,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
187,6,6,pEqn,exit,22182408231,40000000000,25600529207
188,6,6,after-pEqn,point,20055572111,40000000000,25600529207
189,-1,6,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
190,-1,6,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
191,-1,6,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
192,-1,6,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
193,-1,6,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
194,-1,6,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
195,-1,6,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
196,-1,6,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
197,-1,6,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
198,-1,6,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
199,-1,6,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
200,-1,6,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
201,-1,6,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
202,-1,6,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
203,-1,6,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
204,6,6,after-turb,point,20055572111,40000000000,25600529207
205,6,6,timeStep,exit,20055572111,40000000000,25600529207
206,7,7,timeStep,enter,20055572111,40000000000,25600529207
207,7,7,step-start,point,20055572111,40000000000,25600529207
208,7,7,momentumSolve,enter,20055572111,40000000000,25600529207
209,-1,7,PDE.solveRhs.afterAssemble,point,20055572111,40000000000,25600529207
210,-1,7,PDE.solveRhs.afterSavedRhs,point,20447580695,40000000000,25600529207
211,-1,7,PDE.solveRhs.beforeSolve,point,20447580695,40000000000,25600529207
212,-1,7,PDE.solveRhs.afterSolve,point,20447580695,40000000000,25600529207
213,7,7,momentumSolve,exit,20055572111,40000000000,25600529207
214,7,7,after-UEqn,point,20055572111,40000000000,25600529207
215,7,7,pEqn,enter,22182408231,40000000000,25600529207
216,-1,7,PDE.solveImpl.beforeAssemble,point,22182408231,40000000000,25600529207
217,-1,7,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
218,-1,7,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
219,-1,7,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
220,7,7,pEqn,exit,22182408231,40000000000,25600529207
221,7,7,after-pEqn,point,20055572111,40000000000,25600529207
222,-1,7,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
223,-1,7,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
224,-1,7,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
225,-1,7,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
226,-1,7,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
227,-1,7,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
228,-1,7,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
229,-1,7,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
230,-1,7,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
231,-1,7,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
232,-1,7,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
233,-1,7,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
234,-1,7,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
235,-1,7,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
236,-1,7,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
237,7,7,after-turb,point,20055572111,40000000000,25600529207
238,7,7,timeStep,exit,20055572111,40000000000,25600529207
239,8,8,timeStep,enter,20055572111,40000000000,25600529207
240,8,8,step-start,point,20055572111,40000000000,25600529207
241,8,8,momentumSolve,enter,20055572111,40000000000,25600529207
242,-1,8,PDE.solveRhs.afterAssemble,point,20055572111,40000000000,25600529207
243,-1,8,PDE.solveRhs.afterSavedRhs,point,20447580695,40000000000,25600529207
244,-1,8,PDE.solveRhs.beforeSolve,point,20447580695,40000000000,25600529207
245,-1,8,PDE.solveRhs.afterSolve,point,20447580695,40000000000,25600529207
246,8,8,momentumSolve,exit,20055572111,40000000000,25600529207
247,8,8,after-UEqn,point,20055572111,40000000000,25600529207
248,8,8,pEqn,enter,22182408231,40000000000,25600529207
249,-1,8,PDE.solveImpl.beforeAssemble,point,22182408231,40000000000,25600529207
250,-1,8,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
251,-1,8,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
252,-1,8,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
253,8,8,pEqn,exit,22182408231,40000000000,25600529207
254,8,8,after-pEqn,point,20055572111,40000000000,25600529207
255,-1,8,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
256,-1,8,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
257,-1,8,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
258,-1,8,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
259,-1,8,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
260,-1,8,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
261,-1,8,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
262,-1,8,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
263,-1,8,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
264,-1,8,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
265,-1,8,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
266,-1,8,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
267,-1,8,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
268,-1,8,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
269,-1,8,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
270,8,8,after-turb,point,20055572111,40000000000,25600529207
271,8,8,timeStep,exit,20055572111,40000000000,25600529207
272,9,9,timeStep,enter,20055572111,40000000000,25600529207
273,9,9,step-start,point,20055572111,40000000000,25600529207
274,9,9,momentumSolve,enter,20055572111,40000000000,25600529207
275,-1,9,PDE.solveRhs.afterAssemble,point,20055572111,40000000000,25600529207
276,-1,9,PDE.solveRhs.afterSavedRhs,point,20447580695,40000000000,25600529207
277,-1,9,PDE.solveRhs.beforeSolve,point,20447580695,40000000000,25600529207
278,-1,9,PDE.solveRhs.afterSolve,point,20447580695,40000000000,25600529207
279,9,9,momentumSolve,exit,20055572111,40000000000,25600529207
280,9,9,after-UEqn,point,20055572111,40000000000,25600529207
281,9,9,pEqn,enter,22182408231,40000000000,25600529207
282,-1,9,PDE.solveImpl.beforeAssemble,point,22182408231,40000000000,25600529207
283,-1,9,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
284,-1,9,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
285,-1,9,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
286,9,9,pEqn,exit,22182408231,40000000000,25600529207
287,9,9,after-pEqn,point,20055572111,40000000000,25600529207
288,-1,9,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
289,-1,9,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
290,-1,9,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
291,-1,9,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
292,-1,9,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
293,-1,9,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
294,-1,9,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
295,-1,9,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
296,-1,9,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
297,-1,9,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
298,-1,9,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
299,-1,9,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
300,-1,9,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
301,-1,9,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
302,-1,9,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
303,9,9,after-turb,point,20055572111,40000000000,25600529207
304,9,9,timeStep,exit,20055572111,40000000000,25600529207
305,10,10,timeStep,enter,20055572111,40000000000,25600529207
306,10,10,step-start,point,20055572111,40000000000,25600529207
307,10,10,momentumSolve,enter,20055572111,40000000000,25600529207
308,-1,10,PDE.solveRhs.afterAssemble,point,20055572111,40000000000,25600529207
309,-1,10,PDE.solveRhs.afterSavedRhs,point,20447580695,40000000000,25600529207
310,-1,10,PDE.solveRhs.beforeSolve,point,20447580695,40000000000,25600529207
311,-1,10,PDE.solveRhs.afterSolve,point,20447580695,40000000000,25600529207
312,10,10,momentumSolve,exit,20055572111,40000000000,25600529207
313,10,10,after-UEqn,point,20055572111,40000000000,25600529207
314,10,10,pEqn,enter,22182408231,40000000000,25600529207
315,-1,10,PDE.solveImpl.beforeAssemble,point,22182408231,40000000000,25600529207
316,-1,10,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
317,-1,10,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
318,-1,10,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
