event,t_ms,allocator_ref,allocator,live_bytes
0,0.000000,0x317e680,A1,14035168
1,0.704279,0x317e680,A1,28070336
2,1.237533,0x317e680,A1,70175840
3,2.609430,0x317e680,A1,112281344
4,4.009886,0x317e680,A1,126316512
5,4.482175,0x317e680,A1,168422016
6,5.778118,0x317e680,A1,210527520
7,7.065459,0x317e680,A1,252633024
8,7.545719,0x36e4f00,A0,14100464
9,8.311542,0x36e4f00,A0,28200928
10,8.597846,0x317e680,A1,259650608
11,8.954947,0x36e4f00,A0,70502320
12,8.960856,0x317e680,A1,266668192
13,9.021108,0x317e680,A1,308773696
14,9.060042,0x317e680,A1,350879200
15,9.097904,0x317e680,A1,392984704
16,9.139151,0x317e680,A1,407019872
17,9.167269,0x317e680,A1,449125376
18,9.202057,0x317e680,A1,491230880
19,9.238878,0x317e680,A1,505266048
20,9.261930,0x317e680,A1,519301216
21,9.307833,0x317e680,A1,519301216
22,10.274582,0x36e4f00,A0,112803712
23,11.543207,0x36e4f00,A0,126904176
24,11.832956,0x33506d0,A2,11422632
25,11.995369,0x36e4f00,A0,169205568
26,12.430388,0x33506d0,A2,22845264
27,12.882680,0x33506d0,A2,57113160
28,13.676291,0x36e4f00,A0,211506960
29,13.797859,0x317e680,A1,519632776
30,13.858242,0x317e680,A1,519964336
31,13.995901,0x317e680,A1,519632776
32,14.049565,0x317e680,A1,512615192
33,14.053981,0x317e680,A1,470509688
34,14.055743,0x317e680,A1,428404184
35,14.057295,0x317e680,A1,386298680
36,14.060289,0x317e680,A1,372263512
37,14.061141,0x317e680,A1,330158008
38,14.061681,0x317e680,A1,288052504
39,14.062583,0x317e680,A1,274017336
40,14.063694,0x317e680,A1,259982168
41,14.076031,0x317e680,A1,266999752
42,14.101997,0x317e680,A1,309105256
43,14.103098,0x33506d0,A2,91381056
44,14.139068,0x317e680,A1,351210760
45,14.175919,0x317e680,A1,393316264
46,14.212799,0x317e680,A1,407351432
47,14.245154,0x317e680,A1,449456936
48,14.282125,0x317e680,A1,491562440
49,14.317523,0x317e680,A1,505597608
50,14.375403,0x317e680,A1,519632776
51,14.397784,0x317e680,A1,519964336
52,14.427945,0x317e680,A1,717298284
53,15.696480,0x36e4f00,A0,253808352
54,15.790539,0x33506d0,A2,102803688
55,16.447012,0x33506d0,A2,137071584
56,17.453657,0x40863a0,A3,10897976
57,18.289056,0x36e4f00,A0,260858584
58,18.319167,0x40863a0,A3,21795952
59,18.459831,0x33506d0,A2,171339480
60,18.855745,0x36e4f00,A0,267908816
61,18.929527,0x36e4f00,A0,310210208
62,18.970573,0x36e4f00,A0,352511600
63,19.009547,0x36e4f00,A0,394812992
64,19.054619,0x36e4f00,A0,408913456
65,19.082938,0x36e4f00,A0,451214848
66,19.089988,0x40863a0,A3,54489880
67,19.119738,0x36e4f00,A0,493516240
68,19.157971,0x36e4f00,A0,507616704
69,19.180973,0x36e4f00,A0,521717168
70,19.251530,0x36e4f00,A0,521717168
71,20.483164,0x33506d0,A2,205607376
72,20.943897,0x40863a0,A3,87183808
73,22.419818,0x33506d0,A2,211318692
74,22.818446,0x33506d0,A2,217030008
75,22.859973,0x40863a0,A3,98081784
76,22.873692,0x33506d0,A2,251297904
77,22.907188,0x33506d0,A2,285565800
78,22.941034,0x33506d0,A2,319833696
79,22.980609,0x33506d0,A2,331256328
80,23.004702,0x33506d0,A2,365524224
81,23.035665,0x33506d0,A2,399792120
82,23.068640,0x33506d0,A2,411214752
83,23.089509,0x33506d0,A2,422637384
84,23.130555,0x33506d0,A2,422637384
85,23.956571,0x36e4f00,A0,522057740
86,24.006600,0x36e4f00,A0,522398312
87,24.117953,0x36e4f00,A0,522057740
88,24.170505,0x36e4f00,A0,515007508
89,24.175392,0x36e4f00,A0,472706116
90,24.177896,0x36e4f00,A0,430404724
91,24.179518,0x36e4f00,A0,388103332
92,24.182612,0x36e4f00,A0,374002868
93,24.183313,0x36e4f00,A0,331701476
94,24.184134,0x36e4f00,A0,289400084
95,24.184715,0x36e4f00,A0,275299620
96,24.185736,0x36e4f00,A0,261199156
97,24.199616,0x36e4f00,A0,268249388
98,24.230989,0x36e4f00,A0,310550780
99,24.269321,0x36e4f00,A0,352852172
100,24.305101,0x36e4f00,A0,395153564
101,24.342122,0x36e4f00,A0,409254028
102,24.366145,0x36e4f00,A0,451555420
103,24.400962,0x36e4f00,A0,493856812
104,24.436591,0x36e4f00,A0,507957276
105,24.437473,0x317e680,A1,921649816
106,24.491327,0x36e4f00,A0,522057740
107,24.513758,0x36e4f00,A0,522398312
108,24.540945,0x36e4f00,A0,719681840
109,24.772023,0x40863a0,A3,130775712
110,26.540295,0x40863a0,A3,163469640
111,27.364769,0x33506d0,A2,423075328
112,27.434595,0x33506d0,A2,423513272
113,27.554780,0x33506d0,A2,423075328
114,27.611158,0x33506d0,A2,417364012
115,27.616015,0x33506d0,A2,383096116
116,27.617867,0x33506d0,A2,348828220
117,27.619690,0x33506d0,A2,314560324
118,27.623004,0x33506d0,A2,303137692
119,27.624046,0x33506d0,A2,268869796
120,27.624787,0x33506d0,A2,234601900
121,27.625518,0x33506d0,A2,223179268
122,27.626369,0x33506d0,A2,211756636
123,27.640759,0x33506d0,A2,217467952
124,27.667535,0x33506d0,A2,251735848
125,27.699920,0x33506d0,A2,286003744
126,27.732655,0x33506d0,A2,320271640
127,27.769015,0x33506d0,A2,331694272
128,27.791346,0x33506d0,A2,365962168
129,27.822358,0x33506d0,A2,400230064
130,27.853361,0x33506d0,A2,411652696
131,27.911621,0x33506d0,A2,423075328
132,27.933301,0x33506d0,A2,423513272
133,27.976190,0x33506d0,A2,620559440
134,28.310610,0x40863a0,A3,196163568
135,30.487724,0x40863a0,A3,201612556
136,32.016828,0x40863a0,A3,207061544
137,32.232735,0x40863a0,A3,239755472
138,32.267382,0x40863a0,A3,272449400
139,32.302090,0x40863a0,A3,305143328
140,32.341144,0x40863a0,A3,316041304
141,32.364366,0x40863a0,A3,348735232
142,32.396099,0x40863a0,A3,381429160
143,32.428434,0x40863a0,A3,392327136
144,32.450404,0x40863a0,A3,403225112
145,32.499732,0x40863a0,A3,403225112
146,35.841929,0x36e4f00,A0,924015600
147,35.957738,0x317e680,A1,1330352880
148,36.927202,0x40863a0,A3,403668620
149,36.995035,0x40863a0,A3,404112128
150,37.126696,0x40863a0,A3,403668620
151,37.187299,0x40863a0,A3,398219632
152,37.192396,0x40863a0,A3,365525704
153,37.194209,0x40863a0,A3,332831776
154,37.195611,0x40863a0,A3,300137848
155,37.199005,0x40863a0,A3,289239872
156,37.200007,0x40863a0,A3,256545944
157,37.200658,0x40863a0,A3,223852016
158,37.201649,0x40863a0,A3,212954040
159,37.202630,0x40863a0,A3,202056064
160,37.220435,0x40863a0,A3,207505052
161,37.249525,0x40863a0,A3,240198980
162,37.283151,0x40863a0,A3,272892908
163,37.315115,0x40863a0,A3,305586836
164,37.349352,0x40863a0,A3,316484812
165,37.372114,0x40863a0,A3,349178740
166,37.403216,0x40863a0,A3,381872668
167,37.433949,0x40863a0,A3,392770644
168,37.495033,0x40863a0,A3,403668620
169,37.516372,0x40863a0,A3,404112128
170,37.559421,0x40863a0,A3,601084628
171,39.516453,0x33506d0,A2,823316924
172,49.013445,0x36e4f00,A0,1332683120
173,50.641435,0x40863a0,A3,803506116
174,53.010363,0x33506d0,A2,1228831892
175,62.996108,0x317e680,A1,2556462072
176,64.970764,0x40863a0,A3,1208349092
177,78.103547,0x36e4f00,A0,2558685680
178,81.366115,0x33506d0,A2,2445376796
179,93.059128,0x40863a0,A3,2422878020
180,148.246644,0x317e680,A1,3782571264
181,163.992643,0x36e4f00,A0,3784688240
182,165.205060,0x33506d0,A2,3661921700
183,176.533862,0x40863a0,A3,3637406948
184,234.198888,0x317e680,A1,4174579848
185,250.391810,0x33506d0,A2,4053930284
186,250.872141,0x36e4f00,A0,4176696824
187,260.057765,0x317e680,A1,4305249376
188,262.076852,0x40863a0,A3,4029415556
189,275.641079,0x33506d0,A2,4184599812
190,276.357715,0x36e4f00,A0,4307366352
191,286.091983,0x40863a0,A3,4160085092
192,379.324439,0x317e680,A1,4435918904
193,379.444143,0x317e680,A1,4827927488
194,379.662203,0x317e680,A1,6054036680
195,380.285030,0x317e680,A1,7280145872
196,380.918552,0x317e680,A1,7688848936
