seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
0,-1,0,setup.start,point,0,0,0
1,0,0,setup.end,point,16722707284,40000000000,19304337268
2,1,1,timeStep,enter,16722707284,40000000000,19304337268
3,1,1,step-start,point,16722707284,40000000000,19304337268
4,1,1,momentumSolve,enter,18857601586,40000000000,21567695714
5,-1,1,PDE.solveRhs.afterAssemble,point,19316881358,40000000000,24670495718
6,-1,1,PDE.solveRhs.afterSavedRhs,point,19708889966,40000000000,24670495718
7,-1,1,PDE.solveRhs.beforeSolve,point,19708889966,40000000000,24670495718
8,-1,1,PDE.solveRhs.afterSolve,point,19708889966,40000000000,24670495718
9,1,1,momentumSolve,exit,19316881358,40000000000,24670495718
10,1,1,after-UEqn,point,19316881358,40000000000,24670495718
11,1,1,pEqn,enter,21346398782,40000000000,24670495718
12,-1,1,PDE.solveImpl.beforeAssemble,point,22482490830,40000000000,24670495718
13,-1,1,PDE.solveImpl.afterAssemble,point,22876435830,40000000000,24670495718
14,-1,1,PDE.solveImpl.beforeSolve,point,22876435830,40000000000,24670495718
15,-1,1,PDE.solveImpl.afterSolve,point,22876435830,40000000000,24670495718
16,1,1,pEqn,exit,22876435830,40000000000,24670495718
17,1,1,after-pEqn,point,20846918406,40000000000,24670495718
18,-1,1,kOmegaSST.correct,enter,20846918406,40000000000,24670495718
19,-1,1,kOmegaSST.afterGradients,point,20846918406,40000000000,24670495718
20,-1,1,kOmegaSST.omegaEqn.before,point,20846918406,40000000000,24670495718
21,-1,1,PDE.solveImpl.beforeAssemble,point,21983010454,40000000000,24670495718
22,-1,1,PDE.solveImpl.afterAssemble,point,21983010454,40000000000,24670495718
23,-1,1,PDE.solveImpl.beforeSolve,point,21983010454,40000000000,24670495718
24,-1,1,PDE.solveImpl.afterSolve,point,21983010454,40000000000,24670495718
25,-1,1,kOmegaSST.omegaEqn.after,point,21983010454,40000000000,24670495718
26,-1,0,kOmegaSST.boundRepair,enter,21983010454,40000000000,24670495718
27,-1,0,kOmegaSST.boundRepair,exit,21983010454,40000000000,24670495718
28,-1,1,kOmegaSST.kEqn.before,point,21983010454,40000000000,24670495718
